book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
168,385199570,"Stephen King, Bernie Wrightson",1978,The Stand,4.34,438832,https://images.gr-assets.com/books/1213131305m/149267.jpg
169,446547565,Nicholas Sparks,2008,The Last Song,4.14,424637,https://images.gr-assets.com/books/1286549186m/6400090.jpg
170,552151696,Dan Brown,1998,Digital Fortress,3.6,423019,https://images.gr-assets.com/books/1360095966m/11125.jpg
171,141439580,"Jane Austen, Fiona Stafford",1815,Emma,3.99,459826,https://images.gr-assets.com/books/1373627931m/6969.jpg
172,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Анна Каренина,4.02,297472,https://images.gr-assets.com/books/1352422904m/15823480.jpg
173,393312836,Anthony Burgess,1962,A Clockwork Orange,3.98,431195,https://images.gr-assets.com/books/1348339306m/227463.jpg
174,964729237,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,3.74,419539,https://images.gr-assets.com/books/1344270232m/1812457.jpg
175,739380338,Rick Riordan,2009,The Last Olympian,4.5,397500,https://images.gr-assets.com/books/1327924597m/4502507.jpg
176,451169514,Stephen King,1986,It,4.18,292592,https://images.gr-assets.com/books/1309376909m/18342.jpg
177,143058142,"Fyodor Dostoyevsky, David McDuff",1866,Преступление и наказание,4.18,380903,https://images.gr-assets.com/books/1382846449m/7144.jpg
178,61148512,Sylvia Plath,1963,The Bell Jar,3.98,401605,https://images.gr-assets.com/books/1473890514m/6514.jpg
179,7205236,Frank McCourt,1996,Angela's Ashes: A Memoir,4.07,392103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
180,553208845,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,3.99,372099,https://images.gr-assets.com/books/1428715580m/52036.jpg
181,679745580,Truman Capote,1965,In Cold Blood,4.05,381652,https://images.gr-assets.com/books/1424931136m/168642.jpg
182,316042676,"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,3.76,436093,https://images.gr-assets.com/books/1327873282m/6304335.jpg
183,1416975861,Cassandra Clare,2010,Clockwork Angel,4.33,490890,https://images.gr-assets.com/books/1454962884m/7171637.jpg
184,141301066,"Roald Dahl, Quentin Blake",1988,Matilda,4.29,440743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
185,385534639,Erin Morgenstern,2011,The Night Circus,4.03,429543,https://images.gr-assets.com/books/1387124618m/9361589.jpg
186,743227441,Philippa Gregory,2001,The Other Boleyn Girl,4.04,381080,https://images.gr-assets.com/books/1355932638m/37470.jpg
187,689865384,Scott Westerfeld,2005,Uglies,3.86,449073,https://images.gr-assets.com/books/1443904172m/24770.jpg
188,,George R.R. Martin,2011,A Dance with Dragons,4.31,365954,https://images.gr-assets.com/books/1327885335m/10664113.jpg
189,618640150,J.R.R. Tolkien,1955,The Lord of the Rings,4.47,389054,https://images.gr-assets.com/books/1411114164m/33.jpg
190,307592731,Cheryl Strayed,2012,"Wild: From Lost to Found on the Pacific Crest Trail ",3.96,379872,https://images.gr-assets.com/books/1453189881m/12262741.jpg
191,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,4.35,398018,https://images.gr-assets.com/books/1442239711m/472331.jpg
192,075640407X,Patrick Rothfuss,2007,The Name of the Wind,4.55,400101,https://images.gr-assets.com/books/1472068073m/186074.jpg
193,316017922,Malcolm Gladwell,2008,Outliers: The Story of Success,4.11,353011,https://images.gr-assets.com/books/1344266315m/3228917.jpg
194,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale",3.46,358050,https://images.gr-assets.com/books/1327940656m/153747.jpg
195,385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,4.12,393626,https://images.gr-assets.com/books/1351979318m/2728527.jpg
196,393327345,Chuck Palahniuk,1996,Fight Club,4.2,365349,https://images.gr-assets.com/books/1357128997m/5759.jpg
197,441008534,Charlaine Harris,2001,Dead Until Dark,3.96,420764,https://images.gr-assets.com/books/1468560853m/301082.jpg
198,671727796,Alice Walker,1982,The Color Purple,4.17,376766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
199,739461192,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,4.12,367304,https://images.gr-assets.com/books/1308858322m/12691.jpg
200,312330871,Agatha Christie,1939,Ten Little Niggers,4.23,408983,https://images.gr-assets.com/books/1391120695m/16299.jpg
201,385504225,Dan Brown,2009,The Lost Symbol,3.66,369428,https://images.gr-assets.com/books/1358274396m/6411961.jpg
202,1416989412,Becca Fitzpatrick,2009,"Hush, Hush",4.0,448166,https://images.gr-assets.com/books/1358261334m/6339664.jpg
203,,Jamie McGuire,2011,Beautiful Disaster,4.15,418309,https://images.gr-assets.com/books/1358259032m/11505797.jpg
204,1561797464,Charles Dickens,1843,A Christmas Carol,4.02,394540,https://images.gr-assets.com/books/1406512317m/5326.jpg
205,345476875,Anne Rice,1976,Interview with the Vampire,3.97,372566,https://images.gr-assets.com/books/1380631642m/43763.jpg
206,62059939,Kiera Cass,2012,The Selection,4.15,505340,https://images.gr-assets.com/books/1322103400m/10507293.jpg
207,312362080,Janet Evanovich,1994,One for the Money,4.03,391007,https://images.gr-assets.com/books/1316730230m/6853.jpg
208,1400052173,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,4.04,377249,https://images.gr-assets.com/books/1327878144m/6493208.jpg
209,99446782,Thomas Harris,1988,The Silence of the Lambs,4.14,351107,https://images.gr-assets.com/books/1390426249m/23807.jpg
210,159514174X,Richelle Mead,2007,,4.14,248283,https://images.gr-assets.com/books/1361098973m/345627.jpg
211,316010669,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,3.89,348196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
212,038572179X,Ian McEwan,2001,Atonement,3.88,347006,https://images.gr-assets.com/books/1320449708m/6867.jpg
213,553213695,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,3.78,364933,https://images.gr-assets.com/books/1359061917m/485894.jpg
214,141382899,Rick Riordan,2007,The Titan's Curse,4.33,446668,https://images.gr-assets.com/books/1361038385m/561456.jpg
215,030788743X,Ernest Cline,2011,,4.31,349423,https://images.gr-assets.com/books/1500930947m/9969571.jpg
216,1554681723,Garth Stein,2006,The Art of Racing in the Rain,4.19,327409,https://images.gr-assets.com/books/1377206302m/3153910.jpg
217,739303406,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",3.98,309385,https://images.gr-assets.com/books/1312066724m/21996.jpg
218,425263908,Sylvia Day,2012,Bared to You,4.19,222678,https://images.gr-assets.com/books/1477803272m/13572249.jpg
219,66238501,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,4.24,376385,https://images.gr-assets.com/books/1449868701m/11127.jpg
221,1558743669,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive",4.08,311543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
222,752864327,Robert Ludlum,1980,The Bourne Identity,3.98,327122,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,786817879,Eoin Colfer,2001,Artemis Fowl,3.82,386923,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,385738935,Lauren Kate,2009,Fallen,3.74,395296,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,142000655,John Steinbeck,1952,"East of Eden  ",4.35,320919,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,307341569,Gillian Flynn,2009,Dark Places,3.92,333452,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,385339089,John Grisham,1993,The Client,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,312291639,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,3.4,323762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,451527747,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,4.06,340920,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,192802631,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,312370830,Tatiana de Rosnay,2007,Elle s'appelait Sarah,4.14,312444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,452284694,Stephen King,1982,The Gunslinger,3.99,332494,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,140003468X,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,3.89,283806,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,014131088X,Laurie Halse Anderson,1999,Speak,4.0,360156,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,399159347,Liane Moriarty,2013,"The Husband's Secret ",3.92,232106,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,385494785,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,4.11,291258,https://images.gr-assets.com/books/1463384482m/1898.jpg
237,1416524304,Stephen King,1974,Carrie,3.93,356814,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
238,031242227X,Augusten Burroughs,2002,Running with Scissors,3.7,293878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,307346609,Max Brooks,2006,World War Z: An Oral History of the Zombie War,4.01,312969,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,385537859,Dan Brown,2013,Inferno,3.8,287533,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,440227534,Lois Lowry,1989,Number the Stars,4.11,333638,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,446692638,James Patterson,1993,Along Came a Spider,4.08,311499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,450417395,Stephen King,1987,Misery,4.11,334647,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,307341542,Gillian Flynn,2006,Sharp Objects,3.92,207889,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,439366771,Katherine Paterson,1977,Bridge to Terabithia,3.98,337644,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,312360266,"P.C. Cast, Kristin Cast",2007,Marked,3.79,360044,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,743269519,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,4.05,314700,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,743477545,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,3.94,334241,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,618711651,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,294726,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,375869026,R.J. Palacio,2012,Wonder,4.43,228538,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,039480001X,Dr. Seuss,1957,The Cat in the Hat,4.15,314016,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,312641893,Marissa Meyer,2012,Cinder,4.15,427663,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,316206849,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,3.83,297712,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,545123267,Maggie Stiefvater,2009,Shiver,3.78,356625,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,452011876,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,3.68,283295,https://images.gr-assets.com/books/1405868167m/662.jpg
256,143038257,"Greg Mortenson, David Oliver Relin",2006,"Three Cups of Tea ",3.64,283516,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,517223627,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,4.03,343252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,143034901,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,4.24,263685,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,385738757,James Dashner,2010,The Scorch Trials,3.93,305643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
260,,Dale Carnegie,1936,How to Win Friends and Influence People,4.13,282623,https://images.gr-assets.com/books/1442726934m/4865.jpg
261,767900383,Frances Mayes,1996,Under the Tuscan Sun,3.72,279264,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,399167064,Liane Moriarty,2014,Big Little Lies,4.2,306186,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,590920685,Gail Carson Levine,1997,Ella Enchanted,3.97,339117,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,743297334,Ernest Hemingway,1926,The Sun Also Rises,3.83,284988,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,61120073,Betty  Smith,1943,"A Tree Grows In Brooklyn ",4.24,291909,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,446677388,James Patterson,1995,Kiss the Girls,3.93,274639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,312577222,Kristin Hannah,2015,The Nightingale,4.54,253606,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,1400078776,Kazuo Ishiguro,2005,Never Let Me Go,3.8,294123,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,786890754,Cecelia Ahern,2003,"PS, I Love You",4.01,262921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,1844080382,"Daphne du Maurier, Sally Beauman",1938,Rebecca,4.2,177384,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,156030306,Daniel Keyes,1966,Flowers for Algernon,4.07,313044,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,812968069,Lisa See,2005,Snow Flower and the Secret Fan,4.05,280475,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,451205766,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,4.36,256480,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,525476881,John Green,2006,An Abundance of Katherines,3.63,312754,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,553803719,Isaac Asimov,1951,Foundation,4.13,279688,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,62255657,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,293844,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,60513063,Shel Silverstein,1981,A Light in the Attic,4.34,297861,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two",3.75,270603,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,61726834,Lauren Oliver,2011,Delirium,3.99,256975,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,385339704,John Grisham,1992,The Pelican Brief,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,61139378,Neil Gaiman,2002,Coraline,4.03,316379,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,60853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,298304,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,140042598,Jack Kerouac,1955,On the Road,3.64,246602,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,1476729085,Graeme Simsion,2013,The Rosie Project,4.01,251703,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,446579939,Nicholas Sparks,2008,The Lucky One,4.1,267166,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,451191153,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,3.85,244545,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,425172902,Tom Clancy,1984,The Hunt for Red October,4.01,270318,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,038039586X,Richard Adams,1972,Watership Down,4.05,292426,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,307886263,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,290674,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,375414495,Abraham Verghese,2009,Cutting for Stone,4.28,258319,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,006112527X,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,4.08,306492,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,753453800,Robert Louis Stevenson,1882,Treasure Island,3.82,268012,https://images.gr-assets.com/books/1485248909m/295.jpg
294,1423140591,Rick Riordan,2011,"The Son of Neptune ",4.44,299980,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,1451627289,Stephen King,2011,11/22/63,4.29,258464,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,241003008,Eric Carle,1969,The Very Hungry Caterpillar,4.29,296952,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,140285601,Kurt Vonnegut Jr.,1963,Cat's Cradle,4.18,238940,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,451528557,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,3.87,276076,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,849946158,"Todd Burpo, Lynn Vincent",2010,,4.01,228371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,385751060,John Boyne,2006,The Boy in the Striped Pyjamas,4.1,285692,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,1892295490,Joseph Conrad,1899,Heart of Darkness,3.42,255576,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,044654759X,Nicholas Sparks,2010,Safe Haven,4.19,255531,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,1582701709,Rhonda Byrne,2006,The Secret,3.62,241537,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,60987561,Wally Lamb,1998,"I Know This Much Is True ",4.17,246917,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,1416524347,Stephen King,1983,Pet Sematary,3.91,256383,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,671021001,Wally Lamb,1992,She's Come Undone,3.84,259576,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,756404738,Patrick Rothfuss,2011,The Wise Man's Fear,4.57,245686,https://images.gr-assets.com/books/1452624392m/1215032.jpg
308,440241901,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,278747,https://images.gr-assets.com/books/1330464293m/33724.jpg
309,1442403543,Cassandra Clare,2011,City of Fallen Angels,4.16,341826,https://images.gr-assets.com/books/1369452302m/6752378.jpg
310,743418174,Jennifer Weiner,2001,Good in Bed,3.7,248804,https://images.gr-assets.com/books/1327936464m/14748.jpg
311,380018179,Colleen McCullough,1977,The Thorn Birds,4.22,255651,https://images.gr-assets.com/books/1391416796m/3412.jpg
312,60530928,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,4.12,302303,https://images.gr-assets.com/books/1303859949m/2213661.jpg
313,1451681739,M.L. Stedman,2012,The Light Between Oceans,4.0,243526,https://images.gr-assets.com/books/1336683021m/13158800.jpg
314,439709105,"Cornelia Funke, Anthea Bell",2003,Tintenherz,3.86,285011,https://images.gr-assets.com/books/1328866790m/28194.jpg
315,91883768,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,3.74,237272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316,307279464,Bill Bryson,1997,A Walk in the Woods,4.05,250192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
317,553279378,Maya Angelou,1969,I Know Why the Caged Bird Sings,4.19,270859,https://images.gr-assets.com/books/1327957927m/13214.jpg
318,61950726,Christina Baker Kline,2013,Orphan Train,4.14,226091,https://images.gr-assets.com/books/1362409483m/15818107.jpg
319,1442416866,Cassandra Clare,2012,City of Lost Souls,4.3,300553,https://images.gr-assets.com/books/1460477703m/8755776.jpg
320,316204277,Maria Semple,2012,"Where'd You Go, Bernadette",3.9,215453,https://images.gr-assets.com/books/1338822317m/13526165.jpg
321,375806814,Wilson Rawls,1961,Where the Red Fern Grows,4.04,268548,https://images.gr-assets.com/books/1166154337m/10365.jpg
322,60557818,Neil Gaiman,1996,Neverwhere,4.18,268318,https://images.gr-assets.com/books/1348747943m/14497.jpg
323,571224385,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,4.08,205279,https://images.gr-assets.com/books/1265401884m/9717.jpg
324,,Rainbow Rowell,2013,,4.12,340379,https://images.gr-assets.com/books/1499565420m/16068905.jpg
325,552135399,John Irving,1989,A Prayer for Owen Meany,4.22,226964,https://images.gr-assets.com/books/1260470010m/4473.jpg
326,316182540,Janet Fitch,1999,White Oleander,3.93,245674,https://images.gr-assets.com/books/1501159524m/32234.jpg
327,039925675X,Marie Lu,2011,Legend,4.19,299998,https://images.gr-assets.com/books/1501368160m/9275658.jpg
328,743496728,Jodi Picoult,2007,Nineteen Minutes,4.1,235978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
329,1401323251,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,4.25,241869,https://images.gr-assets.com/books/1388075896m/2318271.jpg
330,812511816,Robert Jordan,1990,The Eye of the World,4.18,260184,https://images.gr-assets.com/books/1337818095m/228665.jpg
331,61150142,Jodi Picoult,1998,The Pact,4.0,221225,https://images.gr-assets.com/books/1410754561m/10916.jpg
332,60764902,C.S. Lewis,1953,The magician's nephew,4.01,268355,https://images.gr-assets.com/books/1308814770m/65605.jpg
333,595440096,Lisa Genova,2007,Still Alice,4.3,223432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
334,425263916,Sylvia Day,2012,Reflected in You,4.33,252564,https://images.gr-assets.com/books/1477802540m/13596809.jpg
335,375814248,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,3.99,270402,https://images.gr-assets.com/books/1320412586m/6689.jpg
336,446696617,James Patterson,2001,1st To Die,4.05,233984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
